Gss year for this respondent                       ,Respondent id number,How often r attends religious services,Ballot used for interview,Respondents sex
1991,1500,Never,Ballot c,Female
1991,1501,Nrly every week,Ballot a,Female
1991,1502,More thn once wk,Ballot b,Female
1991,1503,Nrly every week,Ballot a,Female
1991,1504,Never,Ballot b,Male
1991,1505,Every week,Ballot c,Female
1991,1506,Once a month,Ballot b,Male
1991,1507,Every week,Ballot b,Male
1991,1508,More thn once wk,Ballot a,Male
1991,1509,Every week,Ballot c,Male
1991,1510,Every week,Ballot b,Female
1991,1511,Every week,Ballot a,Male
1991,1512,Once a year,Ballot a,Male
1991,1513,Every week,Ballot b,Male
1991,1514,Lt once a year,Ballot a,Male
1991,1515,Never,Ballot b,Male
1991,1516,Lt once a year,Ballot c,Male
1991,1517,Lt once a year,Ballot b,Female
1993,1,Once a year,Ballot c,Male
1993,2,Once a year,Ballot a,Male
1993,3,Every week,Ballot c,Female
1993,4,Lt once a year,Ballot b,Female
1993,5,Once a year,Ballot a,Female
1993,6,Once a year,Ballot c,Male
1993,7,Once a year,Ballot c,Female
1993,8,Sevrl times a yr,Ballot c,Male
1993,9,Nrly every week,Ballot a,Male
1993,10,More thn once wk,Ballot a,Female
1993,11,Never,Ballot b,Female
1993,12,Never,Ballot c,Female
1993,13,Never,Ballot b,Female
1993,14,2-3x a month,Ballot c,Female
1993,15,Once a month,Ballot a,Female
1993,16,2-3x a month,Ballot b,Female
1993,17,Once a month,Ballot a,Female
1993,18,Sevrl times a yr,Ballot b,Male
1993,19,Sevrl times a yr,Ballot a,Female
1993,20,Once a year,Ballot b,Male
1993,21,Sevrl times a yr,Ballot a,Female
1993,22,Sevrl times a yr,Ballot a,Female
1993,23,Never,Ballot b,Male
1993,24,Every week,Ballot b,Male
1993,25,Every week,Ballot b,Male
1993,26,Once a year,Ballot a,Male
1993,27,Every week,Ballot b,Female
1993,28,Sevrl times a yr,Ballot c,Female
1993,29,Sevrl times a yr,Ballot c,Female
1993,30,Once a month,Ballot b,Female
1993,31,Once a month,Ballot c,Male
1993,32,Once a month,Ballot a,Female
1993,33,Once a year,Ballot c,Female
1993,34,Every week,Ballot b,Female
1993,35,Never,Ballot b,Male
1993,36,Every week,Ballot b,Female
1993,37,Sevrl times a yr,Ballot a,Female
1993,38,Nrly every week,Ballot c,Female
1993,39,Every week,Ballot a,Male
1993,40,Every week,Ballot c,Female
1993,41,2-3x a month,Ballot c,Male
1993,42,Nrly every week,Ballot a,Female
1993,43,2-3x a month,Ballot a,Female
1993,44,Never,Ballot a,Female
1993,45,Once a year,Ballot c,Male
1993,46,Lt once a year,Ballot b,Male
1993,47,Nrly every week,Ballot a,Male
1993,48,Never,Ballot c,Female
1993,49,Never,Ballot a,Female
1993,50,2-3x a month,Ballot b,Female
1993,51,Never,Ballot c,Male
1993,52,2-3x a month,Ballot b,Female
1993,53,Every week,Ballot a,Male
1993,54,More thn once wk,Ballot c,Male
1993,55,Every week,Ballot c,Female
1993,56,Lt once a year,Ballot a,Male
1993,57,More thn once wk,Ballot a,Male
1993,58,Every week,Ballot a,Female
1993,59,Every week,Ballot c,Female
1993,60,Every week,Ballot b,Female
1993,61,2-3x a month,Ballot a,Male
1993,62,Never,Ballot a,Female
1993,63,Every week,Ballot b,Female
1993,64,Every week,Ballot c,Female
1993,65,Sevrl times a yr,Ballot b,Female
1993,66,Never,Ballot c,Male
1993,67,Sevrl times a yr,Ballot a,Male
1993,68,Once a year,Ballot a,Female
1993,69,2-3x a month,Ballot a,Female
1993,70,Lt once a year,Ballot c,Male
1993,71,Sevrl times a yr,Ballot a,Female
1993,72,Lt once a year,Ballot c,Male
1993,73,Every week,Ballot a,Female
1993,74,Never,Ballot a,Male
1993,75,More thn once wk,Ballot c,Male
1993,76,More thn once wk,Ballot c,Female
1993,77,Every week,Ballot b,Male
1993,78,Every week,Ballot b,Male
1993,79,Sevrl times a yr,Ballot a,Female
1993,80,Every week,Ballot b,Female
1993,81,Every week,Ballot a,Female
1993,82,Sevrl times a yr,Ballot c,Female
1993,83,More thn once wk,Ballot b,Female
1993,84,Nrly every week,Ballot c,Female
1993,85,Once a year,Ballot b,Male
1993,86,Once a year,Ballot c,Male
1993,87,Sevrl times a yr,Ballot b,Male
1993,88,Every week,Ballot c,Female
1993,89,2-3x a month,Ballot b,Male
1993,90,Every week,Ballot a,Female
1993,91,Sevrl times a yr,Ballot a,Male
1993,92,Every week,Ballot c,Female
1993,93,Every week,Ballot b,Female
1993,94,Every week,Ballot a,Female
1993,95,Once a month,Ballot a,Female
1993,96,Lt once a year,Ballot b,Male
1993,97,Every week,Ballot a,Male
1993,98,Every week,Ballot c,Male
1993,99,Never,Ballot c,Male
1993,100,Every week,Ballot a,Male
1993,101,Never,Ballot a,Female
1993,102,Once a month,Ballot a,Male
1993,103,Nrly every week,Ballot a,Male
1993,104,Every week,Ballot c,Male
1993,105,Never,Ballot b,Male
1993,106,Lt once a year,Ballot b,Male
1993,107,Every week,Ballot b,Male
1993,108,Lt once a year,Ballot c,Male
1993,109,Once a year,Ballot c,Male
1993,110,Sevrl times a yr,Ballot a,Female
1993,111,Nrly every week,Ballot c,Female
1993,112,Sevrl times a yr,Ballot b,Female
1993,113,Every week,Ballot b,Female
1993,114,Once a year,Ballot a,Female
1993,115,Never,Ballot c,Male
1993,116,2-3x a month,Ballot a,Male
1993,117,Every week,Ballot b,Male
1993,118,Sevrl times a yr,Ballot b,Female
1993,119,2-3x a month,Ballot c,Male
1993,120,Nrly every week,Ballot b,Female
1993,121,Every week,Ballot a,Female
1993,122,Once a year,Ballot b,Male
1993,123,Every week,Ballot a,Female
1993,124,Never,Ballot b,Male
1993,125,Nrly every week,Ballot c,Male
1993,126,Sevrl times a yr,Ballot b,Female
1993,127,Nrly every week,Ballot a,Female
1993,128,Never,Ballot c,Male
1993,129,More thn once wk,Ballot c,Male
1993,130,More thn once wk,Ballot b,Female
1993,131,Every week,Ballot a,Female
1993,132,2-3x a month,Ballot c,Male
1993,133,Every week,Ballot a,Female
1993,134,Sevrl times a yr,Ballot c,Female
1993,135,Once a year,Ballot b,Female
1993,136,Sevrl times a yr,Ballot a,Male
1993,137,Lt once a year,Ballot a,Female
1993,138,Every week,Ballot a,Male
1993,139,More thn once wk,Ballot c,Male
1993,140,Once a month,Ballot a,Male
1993,141,Sevrl times a yr,Ballot c,Male
1993,142,Lt once a year,Ballot b,Female
1993,143,More thn once wk,Ballot a,Male
1993,144,Every week,Ballot b,Female
1993,145,Never,Ballot b,Female
1993,146,Never,Ballot a,Female
1993,147,Every week,Ballot a,Male
1993,148,Never,Ballot a,Male
1993,149,Sevrl times a yr,Ballot a,Male
1993,150,Nrly every week,Ballot b,Female
1993,151,Every week,Ballot a,Female
1993,152,Once a year,Ballot b,Male
1993,153,Nrly every week,Ballot c,Female
1993,154,Once a year,Ballot b,Male
1993,155,2-3x a month,Ballot b,Female
1993,156,More thn once wk,Ballot b,Female
1993,157,Once a month,Ballot a,Female
1993,158,Sevrl times a yr,Ballot c,Male
1993,159,Sevrl times a yr,Ballot c,Male
1993,160,Every week,Ballot b,Female
1993,161,Lt once a year,Ballot c,Male
1993,162,Every week,Ballot c,Female
1993,163,Every week,Ballot b,Female
1993,164,2-3x a month,Ballot c,Male
1993,165,Sevrl times a yr,Ballot c,Female
1993,166,Never,Ballot c,Male
1993,167,2-3x a month,Ballot c,Male
1993,168,Never,Ballot c,Female
1993,169,Every week,Ballot c,Female
1993,170,Nrly every week,Ballot a,Female
1993,171,Lt once a year,Ballot a,Male
1993,172,2-3x a month,Ballot a,Female
1993,173,Once a year,Ballot a,Male
1993,174,2-3x a month,Ballot a,Female
1993,175,Once a year,Ballot a,Male
1993,176,Every week,Ballot c,Male
1993,177,2-3x a month,Ballot a,Male
1993,178,Never,Ballot c,Female
1993,179,Once a year,Ballot a,Male
1993,180,Every week,Ballot b,Female
1993,181,More thn once wk,Ballot c,Female
1993,182,Once a year,Ballot a,Female
1993,183,More thn once wk,Ballot b,Female
1993,184,Lt once a year,Ballot b,Female
1993,185,Sevrl times a yr,Ballot c,Female
1993,186,Every week,Ballot a,Female
1993,187,Every week,Ballot c,Female
1993,188,Once a year,Ballot a,Female
1993,189,Once a month,Ballot c,Male
1993,190,Never,Ballot a,Female
1993,191,Never,Ballot a,Male
1993,192,Sevrl times a yr,Ballot b,Male
1993,193,Every week,Ballot a,Female
1993,194,Once a month,Ballot b,Male
1993,195,Sevrl times a yr,Ballot b,Female
1993,196,Every week,Ballot a,Female
1993,197,2-3x a month,Ballot a,Female
1993,198,Every week,Ballot b,Male
1993,199,Sevrl times a yr,Ballot b,Female
1993,200,Every week,Ballot b,Female
1993,201,More thn once wk,Ballot b,Female
1993,202,Sevrl times a yr,Ballot a,Female
1993,203,2-3x a month,Ballot b,Male
1993,204,Sevrl times a yr,Ballot b,Male
1993,205,Once a month,Ballot a,Female
1993,206,Nrly every week,Ballot c,Female
1993,207,Never,Ballot c,Female
1993,208,2-3x a month,Ballot b,Female
1993,209,2-3x a month,Ballot c,Male
1993,210,Every week,Ballot a,Female
1993,211,Sevrl times a yr,Ballot b,Male
1993,212,Every week,Ballot a,Female
1993,213,Once a year,Ballot a,Female
1993,214,Every week,Ballot c,Male
1993,215,Every week,Ballot c,Female
1993,216,Nrly every week,Ballot b,Female
1993,217,Lt once a year,Ballot b,Female
1993,218,Sevrl times a yr,Ballot a,Male
1993,219,Once a month,Ballot c,Male
1993,220,Every week,Ballot a,Female
1993,221,Once a year,Ballot b,Male
1993,222,Every week,Ballot c,Female
1993,223,Sevrl times a yr,Ballot b,Male
1993,224,Once a month,Ballot b,Male
1993,225,Nrly every week,Ballot b,Female
1993,226,Sevrl times a yr,Ballot a,Female
1993,227,Sevrl times a yr,Ballot b,Female
1993,228,Once a year,Ballot c,Female
1993,229,Once a month,Ballot a,Male
1993,230,Every week,Ballot c,Female
1993,231,Sevrl times a yr,Ballot a,Female
1993,232,More thn once wk,Ballot a,Female
1993,233,Every week,Ballot b,Female
1993,234,More thn once wk,Ballot c,Male
1993,235,Once a month,Ballot a,Male
1993,236,More thn once wk,Ballot c,Female
1993,237,Every week,Ballot b,Female
1993,238,Sevrl times a yr,Ballot c,Female
1993,239,Sevrl times a yr,Ballot b,Female
1993,240,Sevrl times a yr,Ballot b,Female
1993,241,Never,Ballot a,Male
1993,242,Every week,Ballot a,Female
1993,243,Every week,Ballot a,Female
1993,244,More thn once wk,Ballot c,Male
1993,245,Lt once a year,Ballot c,Male
1993,246,More thn once wk,Ballot a,Male
1993,247,Sevrl times a yr,Ballot b,Female
1993,248,Never,Ballot a,Female
1993,249,2-3x a month,Ballot c,Female
1993,250,Once a year,Ballot b,Male
1993,251,Never,Ballot c,Male
1993,252,Lt once a year,Ballot c,Male
1993,253,Lt once a year,Ballot c,Male
1993,254,Every week,Ballot b,Female
1993,255,Nrly every week,Ballot a,Male
1993,256,Never,Ballot b,Male
1993,257,More thn once wk,Ballot b,Female
1993,258,Never,Ballot c,Female
1993,259,Lt once a year,Ballot a,Male
1993,260,Nrly every week,Ballot c,Male
1993,261,2-3x a month,Ballot b,Female
1993,262,2-3x a month,Ballot c,Male
1993,263,Once a year,Ballot c,Female
1993,264,Every week,Ballot c,Female
1993,265,Sevrl times a yr,Ballot a,Female
1993,266,Every week,Ballot a,Female
1993,267,2-3x a month,Ballot a,Female
1993,268,Never,Ballot c,Male
1993,269,Every week,Ballot a,Female
1993,270,Every week,Ballot a,Female
1993,271,Every week,Ballot b,Female
1993,272,Every week,Ballot c,Female
1993,273,Once a year,Ballot b,Female
1993,274,Once a year,Ballot b,Female
1993,275,Once a month,Ballot a,Female
1993,276,Once a month,Ballot a,Female
1993,277,Sevrl times a yr,Ballot a,Male
1993,278,Lt once a year,Ballot a,Female
1993,279,Every week,Ballot a,Female
1993,280,Nrly every week,Ballot c,Female
1993,281,Once a year,Ballot c,Male
1993,282,Every week,Ballot a,Male
1993,283,2-3x a month,Ballot c,Female
1993,284,2-3x a month,Ballot c,Female
1993,285,More thn once wk,Ballot b,Female
1993,286,Sevrl times a yr,Ballot a,Male
1993,287,Lt once a year,Ballot c,Female
1993,288,Nrly every week,Ballot b,Female
1993,289,Once a month,Ballot b,Female
1993,290,Every week,Ballot c,Male
1993,291,Sevrl times a yr,Ballot c,Male
1993,292,Every week,Ballot b,Female
1993,293,Lt once a year,Ballot b,Male
1993,294,Lt once a year,Ballot a,Female
1993,295,Every week,Ballot b,Male
1993,296,Lt once a year,Ballot a,Female
1993,297,Every week,Ballot b,Female
1993,298,Sevrl times a yr,Ballot b,Male
1993,299,Never,Ballot b,Male
1993,300,Sevrl times a yr,Ballot b,Female
1993,301,Once a year,Ballot c,Female
1993,302,Never,Ballot a,Male
1993,303,Lt once a year,Ballot a,Female
1993,304,Every week,Ballot a,Female
1993,305,Once a year,Ballot b,Male
1993,306,Every week,Ballot a,Male
1993,307,Once a month,Ballot c,Male
1993,308,Every week,Ballot b,Female
1993,309,Every week,Ballot c,Female
1993,310,"Dk,na",Ballot a,Male
1993,311,More thn once wk,Ballot a,Female
1993,312,Once a year,Ballot c,Female
1993,313,Lt once a year,Ballot b,Male
1993,314,Once a year,Ballot c,Male
1993,315,Never,Ballot c,Male
1993,316,Never,Ballot a,Female
1993,317,Sevrl times a yr,Ballot a,Male
1993,318,Once a year,Ballot b,Male
1993,319,More thn once wk,Ballot a,Female
1993,320,Nrly every week,Ballot c,Female
1993,321,Nrly every week,Ballot c,Female
1993,322,Every week,Ballot c,Female
1993,323,Every week,Ballot c,Female
1993,324,Never,Ballot b,Male
1993,325,Sevrl times a yr,Ballot b,Male
1993,326,Every week,Ballot b,Male
1993,327,2-3x a month,Ballot b,Female
1993,328,Never,Ballot c,Male
1993,329,Never,Ballot c,Female
1993,330,Once a year,Ballot a,Male
1993,331,Never,Ballot a,Female
1993,332,Never,Ballot a,Female
1993,333,Once a month,Ballot b,Female
1993,334,Every week,Ballot c,Male
1993,335,Nrly every week,Ballot a,Male
1993,336,Every week,Ballot b,Male
1993,337,Every week,Ballot b,Male
1993,338,Nrly every week,Ballot c,Female
1993,339,Every week,Ballot c,Male
1993,340,Never,Ballot c,Male
1993,341,Never,Ballot a,Male
1993,342,Never,Ballot b,Female
1993,343,Nrly every week,Ballot c,Female
1993,344,Once a month,Ballot a,Female
1993,345,Once a month,Ballot c,Male
1993,346,More thn once wk,Ballot a,Female
1993,347,More thn once wk,Ballot c,Male
1993,348,Once a year,Ballot b,Female
1993,349,Lt once a year,Ballot b,Male
1993,350,2-3x a month,Ballot a,Female
1993,351,Every week,Ballot b,Female
1993,352,Once a year,Ballot b,Male
1993,353,Nrly every week,Ballot a,Male
1993,354,More thn once wk,Ballot a,Male
1993,355,Never,Ballot a,Female
1993,356,Never,Ballot c,Female
1993,357,Every week,Ballot a,Male
1993,358,Sevrl times a yr,Ballot a,Female
1993,359,Sevrl times a yr,Ballot b,Female
1993,360,Every week,Ballot a,Female
1993,361,Every week,Ballot b,Male
1993,362,Once a year,Ballot c,Male
1993,363,Every week,Ballot b,Female
1993,364,Never,Ballot b,Male
1993,365,Once a year,Ballot c,Male
1993,366,Every week,Ballot b,Male
1993,367,Never,Ballot b,Female
1993,368,Lt once a year,Ballot b,Male
1993,369,2-3x a month,Ballot c,Female
1993,370,Sevrl times a yr,Ballot c,Female
1993,371,Sevrl times a yr,Ballot a,Male
1993,372,Once a year,Ballot b,Male
1993,373,More thn once wk,Ballot c,Female
1993,374,Sevrl times a yr,Ballot a,Male
1993,375,Every week,Ballot c,Male
1993,376,Once a year,Ballot b,Male
1993,377,Never,Ballot b,Female
1993,378,More thn once wk,Ballot a,Female
1993,379,Every week,Ballot a,Male
1993,380,2-3x a month,Ballot a,Male
1993,381,Nrly every week,Ballot a,Female
1993,382,Every week,Ballot a,Female
1993,383,Every week,Ballot b,Female
1993,384,Once a year,Ballot b,Female
1993,385,Sevrl times a yr,Ballot c,Female
1993,386,Once a year,Ballot c,Male
1993,387,Once a month,Ballot c,Male
1993,388,Sevrl times a yr,Ballot c,Male
1993,389,Sevrl times a yr,Ballot a,Female
1993,390,Lt once a year,Ballot c,Male
1993,391,Never,Ballot c,Female
1993,392,Every week,Ballot c,Female
1993,393,Every week,Ballot b,Female
1993,394,Lt once a year,Ballot c,Male
1993,395,Never,Ballot b,Female
1993,396,"Dk,na",Ballot a,Male
1993,397,Once a year,Ballot c,Male
1993,398,Sevrl times a yr,Ballot c,Female
1993,399,Never,Ballot b,Male
1993,400,Never,Ballot a,Male
1993,401,Sevrl times a yr,Ballot c,Male
1993,402,Every week,Ballot b,Female
1993,403,More thn once wk,Ballot b,Female
1993,404,Every week,Ballot b,Female
1993,405,Sevrl times a yr,Ballot c,Female
1993,406,Once a month,Ballot c,Male
1993,407,Never,Ballot a,Female
1993,408,2-3x a month,Ballot a,Male
1993,409,More thn once wk,Ballot a,Male
1993,410,Never,Ballot c,Female
1993,411,More thn once wk,Ballot b,Female
1993,412,Every week,Ballot c,Female
1993,413,2-3x a month,Ballot b,Female
1993,414,Sevrl times a yr,Ballot b,Female
1993,415,2-3x a month,Ballot a,Male
1993,416,More thn once wk,Ballot a,Female
1993,417,Never,Ballot a,Female
1993,418,Every week,Ballot c,Male
1993,419,More thn once wk,Ballot c,Female
1993,420,Every week,Ballot b,Female
1993,421,Every week,Ballot b,Male
1993,422,Every week,Ballot b,Male
1993,423,More thn once wk,Ballot a,Female
1993,424,Every week,Ballot a,Male
1993,425,2-3x a month,Ballot c,Male
1993,426,More thn once wk,Ballot c,Male
1993,427,2-3x a month,Ballot a,Male
1993,428,Never,Ballot b,Female
1993,429,Sevrl times a yr,Ballot b,Female
1993,430,Once a year,Ballot c,Female
1993,431,Every week,Ballot b,Female
1993,432,Never,Ballot c,Female
1993,433,Every week,Ballot a,Female
1993,434,Once a year,Ballot c,Male
1993,435,Sevrl times a yr,Ballot c,Female
1993,436,2-3x a month,Ballot c,Male
1993,437,Every week,Ballot c,Female
1993,438,Once a year,Ballot a,Female
1993,439,Nrly every week,Ballot c,Female
1993,440,Nrly every week,Ballot c,Male
1993,441,Never,Ballot a,Female
1993,442,More thn once wk,Ballot b,Male
1993,443,More thn once wk,Ballot a,Female
1993,444,More thn once wk,Ballot a,Female
1993,445,2-3x a month,Ballot a,Female
1993,446,More thn once wk,Ballot a,Female
1993,447,Sevrl times a yr,Ballot b,Male
1993,448,Once a month,Ballot b,Female
1993,449,More thn once wk,Ballot c,Female
1993,450,More thn once wk,Ballot a,Female
1993,451,Every week,Ballot a,Male
1993,452,Once a year,Ballot b,Female
1993,453,Lt once a year,Ballot b,Male
1993,454,2-3x a month,Ballot b,Female
1993,455,Never,Ballot b,Female
1993,456,Every week,Ballot a,Male
1993,457,2-3x a month,Ballot c,Female
1993,458,Sevrl times a yr,Ballot c,Female
1993,459,Nrly every week,Ballot b,Male
1993,460,More thn once wk,Ballot a,Female
1993,461,2-3x a month,Ballot a,Male
1993,462,2-3x a month,Ballot c,Female
1993,463,Every week,Ballot c,Female
1993,464,Every week,Ballot b,Female
1993,465,Every week,Ballot b,Female
1993,466,Never,Ballot c,Male
1993,467,"Dk,na",Ballot c,Male
1993,468,Nrly every week,Ballot b,Female
1993,469,Never,Ballot a,Male
1993,470,Once a year,Ballot a,Female
1993,471,Once a year,Ballot a,Female
1993,472,More thn once wk,Ballot b,Female
1993,473,Every week,Ballot b,Female
1993,474,Once a year,Ballot a,Male
1993,475,Once a year,Ballot a,Female
1993,476,Once a year,Ballot a,Female
1993,477,Once a year,Ballot a,Female
1993,478,Never,Ballot b,Male
1993,479,Every week,Ballot c,Female
1993,480,More thn once wk,Ballot b,Female
1993,481,More thn once wk,Ballot b,Female
1993,482,Once a month,Ballot a,Female
1993,483,Once a year,Ballot c,Female
1993,484,Never,Ballot a,Male
1993,485,Once a year,Ballot c,Female
1993,486,Once a year,Ballot a,Female
1993,487,Never,Ballot a,Female
1993,488,More thn once wk,Ballot c,Female
1993,489,Every week,Ballot b,Male
1993,490,Never,Ballot c,Male
1993,491,Once a year,Ballot b,Male
1993,492,Every week,Ballot c,Female
1993,493,More thn once wk,Ballot c,Female
1993,494,Once a month,Ballot a,Male
1993,495,Sevrl times a yr,Ballot b,Female
1993,496,2-3x a month,Ballot a,Male
1993,497,Every week,Ballot a,Female
1993,498,Lt once a year,Ballot b,Female
1993,499,Every week,Ballot b,Female
1993,500,More thn once wk,Ballot c,Female
1993,501,Never,Ballot b,Female
1993,502,Nrly every week,Ballot a,Female
1993,503,Nrly every week,Ballot c,Female
1993,504,2-3x a month,Ballot a,Male
1993,505,Once a year,Ballot a,Female
1993,506,Once a month,Ballot a,Female
1993,507,Lt once a year,Ballot c,Male
1993,508,Sevrl times a yr,Ballot c,Female
1993,509,Lt once a year,Ballot b,Male
1993,510,Every week,Ballot c,Female
1993,511,Lt once a year,Ballot c,Male
1993,512,Every week,Ballot a,Male
1993,513,Once a year,Ballot b,Female
1993,514,Once a month,Ballot c,Female
